locus_tag	gene_name	type	aerobic_T1 - aerobic_T0	aerobic_T2 - aerobic_T0	aerobic_T3 - aerobic_T0	anaerobic_T1 - anaerobic_T0	anaerobic_T2 - anaerobic_T0	anaerobic_T3 - anaerobic_T0	aerobic_T1 - anaerobic_T1	aerobic_T2 - anaerobic_T2	aerobic_T3 - anaerobic_T3
ZMO1_ZMO0988	.	perfect	-0.089113405075035	-0.14618262217533	-0.245833931891407	-0.0614634289428453	-0.305249723608799	-0.463264054241185	-0.108942226663326	0.0117019381424962	0.196853790072723
ZMO1_ZMO0989	ibpA	perfect	-0.010061380063961	-0.0888176547940056	-0.0892551599803165	0.000871398125349802	-0.000312638269063165	-0.0393174389957586	-0.110657595957453	-0.188406822532155	-0.301867262758563
ZMO1_ZMO0992	.	perfect	-0.0190367281606353	0.0100498485811405	0.0307513487649308	-0.0316979548420632	-0.0367050548580206	-0.0463532053438538	-0.132709014492922	-0.0244036508656506	1.8866002834364e-05
ZMO1_ZMO0994	.	perfect	-0.115015038792805	-0.0284081485227161	0.161367544007405	0.0438519240785908	0.176661748782852	0.334123776572061	-0.196323503440586	-0.225041442035321	-0.0144018499251567
ZMO1_ZMO0996	mscS1	perfect	-0.0766933043227069	-0.0595779669590224	-0.0146686782572585	-0.0327199414783697	-0.0651001417929885	-0.104910173248364	-0.105694167669206	-0.0814055849801483	0.0721392607949674
ZMO1_ZMO0997	eda	perfect	-1.55315465865231	-4.85917481225509	-6.28338266543498	-1.65398099082958	-5.93618369688813	-7.79333063628349	0.0547469143270797	1.02708700877227	1.51659412920342
ZMO1_ZMO0998	msrA	perfect	-0.0586065003345737	-0.138564794724706	-0.319618797830835	-0.0174888614593587	-0.0124687715433902	-0.131281990965395	-0.146221519546829	-0.150853017156962	-0.187292347862886
ZMO1_ZMO0999	.	perfect	-0.689166796395353	-3.57422629980477	-4.69968722589893	-0.830394237348196	-5.33611431908655	-7.84931719762069	0.0887751858665737	1.67951522073775	2.98782592467483
ZMO1_ZMO1000	metE	perfect	0.0224074469525889	-0.132788796679141	0.0542237133539857	-0.414595673866701	-2.17996109725005	-2.88701912147391	0.333990677616722	1.92572249547992	2.83190891427139
ZMO1_ZMO1001	.	perfect	-0.284759319301418	-0.656861603834542	-0.218310438543997	-0.097845831792668	-0.682959681090954	-0.803510465445142	-0.268141109628265	0.108315908064933	0.522504856129125
ZMO1_ZMO1002	glmM	perfect	-1.8586165974396	-6.71969319187204	-8.54436564604077	-1.49769623996187	-6.51229515978024	-11.7984121449591	-0.448414638936473	-0.292925688710661	3.27250665451471
ZMO1_ZMO1003	thiD	perfect	-0.153423415162303	-0.814220498961178	-1.02705162391554	-0.212042986891081	-1.66737301715991	-2.80213380858552	-0.0882679372480795	-0.0716003182427781	1.60943963648789
ZMO1_ZMO1004	rnhB	perfect	-0.00281964403383125	0.0639410644791348	0.142161413365277	-0.00513748585499133	-0.0495121304423863	-0.035596995095346	-0.0889922828966756	0.0177595132683266	0.00983903316301367
ZMO1_ZMO1005	.	perfect	-0.126489479713275	-0.457870583406026	-0.277010148372596	-0.105754789607833	-0.761875763062572	-1.09216158807211	-0.0172746951699174	0.285683002692294	0.799042357876458
